seg_id_nat,model,data_sparsity,rmse,bias,n_obs_test
1453,sim_temp_SNTemp,100,NA,NA,0
1454,GDN,2,NA,NA,0
1454,GDN,100,NA,NA,0
1454,HGN,2,NA,NA,0
1454,HGN,100,NA,NA,0
1454,proposed,2,NA,NA,0
1454,proposed,100,NA,NA,0
1454,sim_proposed,100,NA,NA,0
1454,sim_temp_composite,100,NA,NA,0
1454,sim_temp_SNTemp,100,NA,NA,0
1455,GDN,2,2.4727644225135053,-1.6579280141210637,597
1455,GDN,100,2.0573373591145936,-1.095575366088094,597
1455,HGN,2,1.8108098018700824,-0.965928116435781,597
1455,HGN,100,1.4537385289976983,-0.5572380504416461,597
1455,proposed,2,1.4281877878410743,0.43239093126364087,597
1455,proposed,100,1.3801802876768194,0.1413597495511948,597
1455,sim_proposed,100,2.3497451032431433,1.1164798812450876,597
1455,sim_temp_composite,100,2.4139774824590856,-0.9901716146063652,597
1455,sim_temp_SNTemp,100,2.4139774824590856,-0.9901716146063652,597
1456,GDN,2,NA,NA,0
1456,GDN,100,NA,NA,0
1456,HGN,2,NA,NA,0
1456,HGN,100,NA,NA,0
1456,proposed,2,NA,NA,0
1456,proposed,100,NA,NA,0
1456,sim_proposed,100,NA,NA,0
1456,sim_temp_composite,100,NA,NA,0
1456,sim_temp_SNTemp,100,NA,NA,0
1457,GDN,2,1.3064901874534458,0.11265258743013772,2304
1457,GDN,100,0.8852726037310685,-0.20315781860715815,2304
1457,HGN,2,1.3862010235392794,-0.13923147252450388,2304
1457,HGN,100,0.9252562775421168,-0.04402672661364907,2304
1457,proposed,2,1.2629212523385502,-0.18530046227388083,2304
1457,proposed,100,0.9880455841142366,-0.2827533099748608,2304
1457,sim_proposed,100,2.9169474765594074,0.1939706853694386,2304
1457,sim_temp_composite,100,3.32969140995235,-1.8120952726389756,2304
1457,sim_temp_SNTemp,100,3.32969140995235,-1.8120952726389756,2304
1458,GDN,2,NA,NA,0
1458,GDN,100,NA,NA,0
1458,HGN,2,NA,NA,0
1458,HGN,100,NA,NA,0
1458,proposed,2,NA,NA,0
1458,proposed,100,NA,NA,0
1458,sim_proposed,100,NA,NA,0
1458,sim_temp_composite,100,NA,NA,0
1458,sim_temp_SNTemp,100,NA,NA,0
1459,GDN,2,4.097630992345312,2.881591212652194,1838
1459,GDN,100,3.6806905219033563,2.956887265563141,1838
1459,HGN,2,3.567635448777018,1.9764660890200971,1838
1459,HGN,100,3.759690305074482,2.974529174018866,1838
1459,proposed,2,3.363140008756778,2.272276719992776,1838
1459,proposed,100,3.325355695459773,2.682815261926174,1838
1459,sim_proposed,100,3.3910812147342497,1.890249704691998,1838
1459,sim_temp_composite,100,3.818886769384083,-2.1259155954431224,1838
1459,sim_temp_SNTemp,100,3.703360745147158,1.2202046315750816,1838
1460,GDN,2,NA,NA,0
1460,GDN,100,NA,NA,0
1460,HGN,2,NA,NA,0
1460,HGN,100,NA,NA,0
1460,proposed,2,NA,NA,0
1460,proposed,100,NA,NA,0
1460,sim_proposed,100,NA,NA,0
1460,sim_temp_composite,100,NA,NA,0
1460,sim_temp_SNTemp,100,NA,NA,0
1461,GDN,2,NA,NA,0
1461,GDN,100,NA,NA,0
1461,HGN,2,NA,NA,0
1461,HGN,100,NA,NA,0
1461,proposed,2,NA,NA,0
1461,proposed,100,NA,NA,0
1461,sim_proposed,100,NA,NA,0
1461,sim_temp_composite,100,NA,NA,0
1461,sim_temp_SNTemp,100,NA,NA,0
1462,GDN,2,1.5690075565526254,0.43814583611553065,4789
1462,GDN,100,1.0563602049806389,0.23378561127531824,4789
1462,HGN,2,1.4137964951562452,0.0279083673753378,4789
1462,HGN,100,1.1943744292897682,0.2205016052680614,4789
1462,proposed,2,1.316433792412652,-0.04074173921158727,4789
1462,proposed,100,0.9719785151483028,-0.11740037141102146,4789
1462,sim_proposed,100,2.7765131401723933,-0.08751259285215297,4789
1462,sim_temp_composite,100,4.050885048397429,-2.4766870136180126,4789
1462,sim_temp_SNTemp,100,3.4735240890928085,-1.7733234329005743,4789
1463,GDN,2,2.107823327750879,-0.9312811955018524,1846
1463,GDN,100,1.5070912783414554,0.7208193004841664,1846
1463,HGN,2,2.7249374221706977,-1.7467244129010424,1846
1463,HGN,100,1.4210270328907744,-0.15449767659699803,1846
1463,proposed,2,2.0899988265454823,-0.6528884695901386,1846
1463,proposed,100,1.592818782745499,0.699568792218635,1846
1463,sim_proposed,100,3.1240393485663307,0.0917894414290059,1846
1463,sim_temp_composite,100,4.495415556058384,-3.146380093217963,1846
1463,sim_temp_SNTemp,100,3.67212346277759,-1.9343888808420369,1846
1545,GDN,2,2.7812969476240457,-0.4821723724666395,114
1545,GDN,100,1.6831292213858713,0.06346977656347705,114
1545,HGN,2,2.7463203153713684,0.18319045932669384,114
1545,HGN,100,1.621933326571246,-0.14768423783151732,114
1545,proposed,2,2.409149027830953,0.37612500744953486,114
1545,proposed,100,1.85777670752169,-0.09082582687076773,114
1545,sim_proposed,100,2.866556326462199,0.012876286422997143,114
1545,sim_temp_composite,100,3.5162753186455435,-1.8398132659649125,114
1545,sim_temp_SNTemp,100,3.5162753186455435,-1.8398132659649125,114
1546,GDN,2,2.9491144748423923,-2.2397257158311747,118
1546,GDN,100,0.9326628883091761,0.1092694605811166,118
1546,HGN,2,1.9712598906616396,-1.252568605390646,118
1546,HGN,100,1.3866944716722571,0.8669018535290732,118
1546,proposed,2,2.0738407068635003,-1.5820488250861735,118
1546,proposed,100,1.3285909940306042,-0.5213975469944843,118
1546,sim_proposed,100,2.2465383360181823,-0.1723205404766537,118
1546,sim_temp_composite,100,2.377936186796142,-0.460084745762712,118
1546,sim_temp_SNTemp,100,2.377936186796142,-0.460084745762712,118
1547,GDN,2,NA,NA,0
1547,GDN,100,NA,NA,0
1547,HGN,2,NA,NA,0
1547,HGN,100,NA,NA,0
1547,proposed,2,NA,NA,0
1547,proposed,100,NA,NA,0
1547,sim_proposed,100,NA,NA,0
1547,sim_temp_composite,100,NA,NA,0
1547,sim_temp_SNTemp,100,NA,NA,0
1548,GDN,2,2.024955747439238,0.33645088195800793,10
1548,GDN,100,1.4426022307163888,0.14746715545654307,10
1548,HGN,2,2.8753842289805402,1.9288993072509766,10
1548,HGN,100,2.00857682420639,1.4141163539886477,10
1548,proposed,2,1.1819883020985997,0.6856235694885255,10
1548,proposed,100,1.4908098571862831,0.14179760932922375,10
1548,sim_proposed,100,2.2198861781132173,0.42239000320434583,10
1548,sim_temp_composite,100,2.458613389697534,-0.8484,10
1548,sim_temp_SNTemp,100,2.458613389697534,-0.8484,10
1549,GDN,2,3.5355048454639704,0.6347103800092423,14
1549,GDN,100,2.014387193914113,-0.10012984275817884,14
1549,HGN,2,3.0847183021593496,2.157337188720703,14
1549,HGN,100,2.0225460150961903,0.11555545670645564,14
1549,proposed,2,2.236070850521462,1.1576187270028249,14
1549,proposed,100,2.513093234286588,0.2737353188650947,14
1549,sim_proposed,100,3.067028005269594,-0.11760071345738014,14
1549,sim_temp_composite,100,3.1263845047320347,-0.9569285714285717,14
1549,sim_temp_SNTemp,100,3.1263845047320347,-0.9569285714285717,14
1550,GDN,2,NA,NA,0
1550,GDN,100,NA,NA,0
1550,HGN,2,NA,NA,0
1550,HGN,100,NA,NA,0
1550,proposed,2,NA,NA,0
1550,proposed,100,NA,NA,0
1550,sim_proposed,100,NA,NA,0
1550,sim_temp_composite,100,NA,NA,0
1550,sim_temp_SNTemp,100,NA,NA,0
1551,GDN,2,NA,NA,0
1551,GDN,100,NA,NA,0
1551,HGN,2,NA,NA,0
1551,HGN,100,NA,NA,0
1551,proposed,2,NA,NA,0
1551,proposed,100,NA,NA,0
1551,sim_proposed,100,NA,NA,0
1551,sim_temp_composite,100,NA,NA,0
1551,sim_temp_SNTemp,100,NA,NA,0
1552,GDN,2,3.691094167137019,-2.161195080341964,116
1552,GDN,100,1.5206774335071158,-0.339887456647281,116
1552,HGN,2,2.2548103070368013,-0.3713559086980491,116
1552,HGN,100,1.4143540681863027,-0.09664234930071337,116
1552,proposed,2,2.274926294923564,0.7067674722137123,116
1552,proposed,100,1.5495957362834114,-0.15180244528014084,116
1552,sim_proposed,100,2.5403408234817175,1.284299221532098,116
1552,sim_temp_composite,100,2.8748166749728163,-0.5986163525862069,116
1552,sim_temp_SNTemp,100,2.8748166749728163,-0.5986163525862069,116
1553,GDN,2,NA,NA,0
1553,GDN,100,NA,NA,0
1553,HGN,2,NA,NA,0
1553,HGN,100,NA,NA,0
1553,proposed,2,NA,NA,0
1553,proposed,100,NA,NA,0
1553,sim_proposed,100,NA,NA,0
1553,sim_temp_composite,100,NA,NA,0
1553,sim_temp_SNTemp,100,NA,NA,0
1554,GDN,2,2.4313519906147096,0.04222703480920874,119
1554,GDN,100,1.8479027029855464,0.0489166343913359,119
1554,HGN,2,2.955889242041238,1.2511064054585306,119
1554,HGN,100,1.9469295682272603,-0.3960436853040166,119
1554,proposed,2,2.2631874975903377,0.39794824604226764,119
1554,proposed,100,1.8595953267783694,-0.18271688803905198,119
1554,sim_proposed,100,2.427409067150817,0.5262078617801186,119
1554,sim_temp_composite,100,3.1478742309933647,-1.4447413274789918,119
1554,sim_temp_SNTemp,100,3.1478742309933647,-1.4447413274789918,119
1555,GDN,2,2.7510152737469387,-2.2111149028196175,118
1555,GDN,100,0.9837135611768034,0.4038210852671477,118
1555,HGN,2,2.961202163646947,-2.474909559346862,118
1555,HGN,100,1.2676004251097526,0.6702090085563013,118
1555,proposed,2,2.6784727927151413,-2.1618931366225422,118
1555,proposed,100,0.9742688716517595,0.09875488766169138,118
1555,sim_proposed,100,2.5602873934611616,-0.6767652430776823,118
1555,sim_temp_composite,100,2.7012291615208897,-0.8901694915254238,118
1555,sim_temp_SNTemp,100,2.7012291615208897,-0.8901694915254238,118
1556,GDN,2,1.59967090727631,0.644116536631574,467
1556,GDN,100,1.1694329156965808,-0.04157242014270269,467
1556,HGN,2,1.1804472152299186,-0.03646678901586595,467
1556,HGN,100,1.348927615840708,-0.6307724194302038,467
1556,proposed,2,1.3620427664258925,0.036088781438496684,467
1556,proposed,100,1.11994314068652,-0.40740756197200345,467
1556,sim_proposed,100,2.6841783167055424,-0.08730881188615232,467
1556,sim_temp_composite,100,3.375895949372268,-2.2612619282912205,467
1556,sim_temp_SNTemp,100,3.375895949372268,-2.2612619282912205,467
1557,GDN,2,NA,NA,0
1557,GDN,100,NA,NA,0
1557,HGN,2,NA,NA,0
1557,HGN,100,NA,NA,0
1557,proposed,2,NA,NA,0
1557,proposed,100,NA,NA,0
1557,sim_proposed,100,NA,NA,0
1557,sim_temp_composite,100,NA,NA,0
1557,sim_temp_SNTemp,100,NA,NA,0
1558,GDN,2,1.9576539611741226,-1.2707168685565204,159
1558,GDN,100,1.0634649502762819,0.018893298038146825,159
1558,HGN,2,1.8931376345881643,-0.8261053645385885,159
1558,HGN,100,1.340185697270131,-0.4427441951613756,159
1558,proposed,2,1.5671258930745835,0.8582976024855609,159
1558,proposed,100,1.3024516443150722,0.10706886322993157,159
1558,sim_proposed,100,2.1264438828171097,0.6083437889626941,159
1558,sim_temp_composite,100,2.8265285299571947,-1.971576659245283,159
1558,sim_temp_SNTemp,100,2.8265285299571947,-1.971576659245283,159
1559,GDN,2,4.7367095947265625,-4.7367095947265625,1
1559,GDN,100,3.5378265380859375,-3.5378265380859375,1
1559,HGN,2,2.609222412109375,-2.609222412109375,1
1559,HGN,100,2.908397674560547,-2.908397674560547,1
1559,proposed,2,2.159677505493164,-2.159677505493164,1
1559,proposed,100,5.317371368408203,-5.317371368408203,1
1559,sim_proposed,100,4.007776260375977,-4.007776260375977,1
1559,sim_temp_composite,100,3.5199999999999996,-3.5199999999999996,1
1559,sim_temp_SNTemp,100,3.5199999999999996,-3.5199999999999996,1
1560,GDN,2,NA,NA,0
1560,GDN,100,NA,NA,0
1560,HGN,2,NA,NA,0
1560,HGN,100,NA,NA,0
1560,proposed,2,NA,NA,0
1560,proposed,100,NA,NA,0
1560,sim_proposed,100,NA,NA,0
1560,sim_temp_composite,100,NA,NA,0
1560,sim_temp_SNTemp,100,NA,NA,0
1561,GDN,2,NA,NA,0
1561,GDN,100,NA,NA,0
1561,HGN,2,NA,NA,0
1561,HGN,100,NA,NA,0
1561,proposed,2,NA,NA,0
1561,proposed,100,NA,NA,0
1561,sim_proposed,100,NA,NA,0
1561,sim_temp_composite,100,NA,NA,0
1561,sim_temp_SNTemp,100,NA,NA,0
1562,GDN,2,NA,NA,0
1562,GDN,100,NA,NA,0
1562,HGN,2,NA,NA,0
1562,HGN,100,NA,NA,0
1562,proposed,2,NA,NA,0
1562,proposed,100,NA,NA,0
1562,sim_proposed,100,NA,NA,0
1562,sim_temp_composite,100,NA,NA,0
1562,sim_temp_SNTemp,100,NA,NA,0
1563,GDN,2,12.702623176574708,-12.702623176574708,1
1563,GDN,100,11.70860652923584,-11.70860652923584,1
1563,HGN,2,10.421321678161622,-10.421321678161622,1
1563,HGN,100,11.798868942260743,-11.798868942260743,1
1563,proposed,2,10.90255241394043,-10.90255241394043,1
1563,proposed,100,10.67523651123047,-10.67523651123047,1
1563,sim_proposed,100,9.412792015075684,-9.412792015075684,1
1563,sim_temp_composite,100,10.701609979883742,-10.701609979883742,1
1563,sim_temp_SNTemp,100,1.5600000000000023,-1.5600000000000023,1
1564,GDN,2,NA,NA,0
1564,GDN,100,NA,NA,0
1564,HGN,2,NA,NA,0
1564,HGN,100,NA,NA,0
1564,proposed,2,NA,NA,0
1564,proposed,100,NA,NA,0
1564,sim_proposed,100,NA,NA,0
1564,sim_temp_composite,100,NA,NA,0
1564,sim_temp_SNTemp,100,NA,NA,0
1565,GDN,2,1.9288707856245177,0.47684229020225377,4864
1565,GDN,100,1.3848339617568228,0.30335182235331126,4864
1565,HGN,2,2.087727254064931,0.28759546025999283,4864
1565,HGN,100,1.4224369453269272,0.08525981611425155,4864
1565,proposed,2,1.6809307884681726,0.11432511084467957,4864
1565,proposed,100,1.23078205105622,-0.26680622326308173,4864
1565,sim_proposed,100,1.8858105188556036,0.36862802409419887,4864
1565,sim_temp_composite,100,2.5519036028727835,-0.38546888229373194,4864
1565,sim_temp_SNTemp,100,4.296594412178589,0.5675611054640214,4864
1566,GDN,2,1.928579896640774,0.059242414789096386,4794
1566,GDN,100,1.4737187583632418,0.1490960138536365,4794
1566,HGN,2,2.2455629853706047,-0.2776487812605012,4794
1566,HGN,100,1.7627197464517073,-0.10777163914854346,4794
1566,proposed,2,1.7788147391813114,-0.23988817381918504,4794
1566,proposed,100,1.3657571679457359,-0.14660728123469505,4794
1566,sim_proposed,100,2.616374688444318,1.4083230737253283,4794
1566,sim_temp_composite,100,2.0174605176487757,-0.060537617825502946,4794
1566,sim_temp_SNTemp,100,5.968004359056439,1.391445229858594,4794
1571,GDN,2,2.017388508964154,0.628883555960414,4843
1571,GDN,100,1.4118960869435375,0.39307706912588336,4843
1571,HGN,2,2.0961685538220105,0.5123645647827958,4843
1571,HGN,100,1.4922466655172966,0.4132371279933889,4843
1571,proposed,2,1.730301370946483,0.22396914212757363,4843
1571,proposed,100,1.1806084322970027,-0.19254155317515648,4843
1571,sim_proposed,100,2.2914389429138313,-0.1468459948217379,4843
1571,sim_temp_composite,100,2.898617893892914,-0.7769286066101673,4843
1571,sim_temp_SNTemp,100,3.425686251838157,-0.14063060812037995,4843
1572,GDN,2,NA,NA,0
1572,GDN,100,NA,NA,0
1572,HGN,2,NA,NA,0
1572,HGN,100,NA,NA,0
1572,proposed,2,NA,NA,0
1572,proposed,100,NA,NA,0
1572,sim_proposed,100,NA,NA,0
1572,sim_temp_composite,100,NA,NA,0
1572,sim_temp_SNTemp,100,NA,NA,0
1573,GDN,2,1.776839285072341,0.16075732711699484,4804
1573,GDN,100,1.3548084111994234,0.48813156203663816,4804
1573,HGN,2,1.5654599776124658,-0.05353906180439741,4804
1573,HGN,100,1.3067618116469033,0.44233961967405533,4804
1573,proposed,2,1.368325898979063,-0.04544119483401236,4804
1573,proposed,100,1.0691737034658202,0.1488529326194133,4804
1573,sim_proposed,100,3.063397482986519,-1.0179361434800738,4804
1573,sim_temp_composite,100,3.539259024760207,-1.8239499983088276,4804
1573,sim_temp_SNTemp,100,3.3729093339841163,-1.6232068621499791,4804
1574,GDN,2,2.311584593777988,0.05959329790990361,1879
1574,GDN,100,1.6536028819351256,0.7427566937781065,1879
1574,HGN,2,2.233531478880076,-0.030688384862070463,1879
1574,HGN,100,1.6721573492240192,0.30517137158481666,1879
1574,proposed,2,1.938814750352342,-0.03685269316439302,1879
1574,proposed,100,1.595180310560245,-0.7448285955453947,1879
1574,sim_proposed,100,2.850473418120576,-1.6356650948080376,1879
1574,sim_temp_composite,100,3.2791663167439484,-0.6439267937152302,1879
1574,sim_temp_SNTemp,100,3.2028437603757287,0.2552368725645556,1879
1575,GDN,2,2.850503228828593,-1.709027120637727,572
1575,GDN,100,1.7034725469401153,-0.5682109004967696,572
1575,HGN,2,2.932694683947677,-1.919582259238183,572
1575,HGN,100,1.0148055438709436,0.04206551857344754,572
1575,proposed,2,1.7837392463345054,0.13734092012151972,572
1575,proposed,100,1.620269562398641,0.11447998731286375,572
1575,sim_proposed,100,2.7215178884976887,1.0205730976758303,572
1575,sim_temp_composite,100,2.7835696207628415,-1.1264685756993007,572
1575,sim_temp_SNTemp,100,2.7835696207628415,-1.1264685756993007,572
